model,accuracy,precision_macro,recall_macro,f1_macro
xgboost,0.8144187611568315,0.677369157388216,0.5371239374494136,0.5304090336608303
random_forest,0.8127819505991183,0.6739497521824391,0.5313544865931423,0.5224016978775116
